text,label
"Holly is joined in the studio by Carol Thompson, Fred and Rita Richman Curator of African Art at the High Museum of Art. Carol shares her incredible knowledge, stories from her personal life and the importance of studying Africa's rich art tradition.",arts
"The best songs coming out of ghana with a little bit from nigeria. lol Compiled and mixed by the dangerous dj DJ LOFT. Enjoy!! TRACKLIST Bankulize by Mr. Eazi + Juls ft Pappy Skolom by VVIP Feat Sena Dagadu Final (Baba Nla) by Wizkid Skin Tight by Mr Eazi Feat. Efya Susuka - Kofi Kinaata Chance by Eugy feat Davido Kotomoshi by D-Black Feat. VVIP DeDeeDe by Kontihene feat Yaa Pono Wo Onane No by Kwamz & Flava Feat R2bees Koko by E.L. Go Higher by Stonebwoy Kakai by Shatta Wale My Woman, My Everything by Patoranking feat Wande Coal Dogo Yaro by VVIP Hol it by Shatta Wale dutty badmind by luther Enemies by jupitar Feat sarkodie Baafira (No Noise) by Rashid Metal Show Me by Shatta Wale OMG (Free Me)by P-Square Ekiiki Mi by Wisa Feat Luther & Sarkodie Baby(Chop Kiss)by Shatta Wale 10k by Lazzy Beats Feat Sarkodie Brother Brother by Bisa Kdei Reggae Blues by Harrysong Feat Kcee, Olamide, Iyanya & Orezi Bobo by Olamide Efejoku by Lil Kesh Feat Viktoh Mansa by Bisa Kdei Ye Wo Krom by Atom Feat Jhunea Telemo by Gasmilla Feat Capaster Yooko Ebreaki Me (Broken Heart) by Nii Funny Kotiso Nioso by LDNC",arts
"For today’s episode we bring you a very special conversation between filmmaker, academic and JGPACA director Imruh Bakari and Dr Boukary Sawadogo, associate Professor of Cinema Studies and Black Studies at The City College of New York. Held in association with the Global Cultures Institute at King’s College London, this event took a deep dive into Boukary’s practice and the complexities of teaching students about Pan African Culture.",arts
"In this episode of Author Chats, host Benny sits down with award-winning Nigerian writer Mustapha Enesi to discuss his debut short story collection, I Cry at the Feet of My Other Body — a powerful and deeply moving exploration of Nigerian womanhood. The collection explores the complex themes of motherhood, longing, grief, sexuality, and acceptance — unfolding against the backdrop of women navigating patriarchal standards in Nigerian society. Mustapha opens up about the creative process behind the book, what it means to write stories that are culturally rooted and authentic, and how he crafts characters that resonate with both Nigerian readers at home and the diaspora abroad. In this conversation, we explore: *What inspired the book ""I Cry at the Feet of My Other Body"" and the women at its heart. *How Mustapha blends realism and the surreal to tell stories of resilience and defiance. *How the collection gives voice to women navigating societal constraints while seeking love, acceptance, and personal liberation. *Writing for Nigerian audiences and the diaspora — and why representation in African literature matters His journey as a writer, including winning the 2021 K&L Prize for African Literature and the 2021 Awele Creative Trust Award Whether you're a lover of African literature, contemporary fiction, or stories centered on Black women's experiences, this episode is for you. Join us at the Book club this month, lets have conversation about books: Mainland Meeting Ticket Island Meeting Ticket Listen, Like &",arts
"The First Woman by Jennifer Makumbi follows the journey of Kirabo, a Ugandan girl from a rural village, as she searches for her identity to try and find a place in the world. We explore her experiences with family traditions, feminism (mwenkanonkano), relationships, and the changing social and cultural landscape of Uganda during the time of Idi Amin's presidency. The complexities of identity and womanhood are understood through Kirabo's journey, as well as the folklore and mythology told to her, leads her to have a better understanding of what it means to be a woman.",arts
"Africa’s booming fashion industry took centre stage at the 2026 Africa Magic Viewers’ Choice Awards, where bold African designs dominated online conversations and red-carpet highlights. Host Nkechi Ogbonna speaks with Ghanaian fashion icon Nana Akua Addo and Nigerian designer Mohammed Abbas about the rise of African luxury fashion, the stories behind their headline-making looks, and how African creativity is redefining global style.",arts
"Welcome to CultureMade: Heritage Enterprise in a World on the Move , an audio collaboration from the Smithsonian Folklife Festival, the American Anthropological Association and This Anthro Life Podcast In the US, fashion has been relegated to large impersonal retail spaces and increasingly online stores. Fashion in the US, as many know all too well, is transactional. The sense of community one has through clothing is often expressed through style though it is exceedingly rare for truly deep relationships to develop between the designer and the purchaser, even if an article of clothing is commissioned. But, community and fashion can be much more integrated. With this episode, we invite you into the conversations we had with participants in the Crafts of African Fashion program at the Smithsonian Folklife Festival in 2018. We speak with Soumana Saley a Nigerian leather worker and designer, Cynthia Sands and her mentee Tomara Watkins, also known as Tam, two fashion designers who work between the United States and the African continent, and the program’s curator Diana Baird N’Diaye. This episode was broken into three underlying themes of African fashion, and craft production focused on: the local marketplace, transnational and international fashion trends, and the relationships between consumers and producers within a community. The Crafts of African Fashion is an initiative promoting the continuity of heritage arts in Africa, exploring the vital role of cultural enterprises in sustaining communities and connecting generations on the continent and throughout the diaspora. The activities for this portion of the Festival took place in the Folklife Festival Marketplace. About our Speakers: Diana N’Diaye is a Cultural Specialist and Curator at the Smithsonian Center for Folklife and Cultural Heritage. She holds a PhD in anthropology and visual studies from The Union Institute. Soumana Saley is a leather craft artisan from the West African country of Niger. He currently lives in Millersburg, Pennsylvania running his own business. You can learn more about Soumana and see his products on his online store accessible at",arts
"In this episode of the Black Fashion History, Taniqua Martin sits down with Ken Kweku Nimo, an author and expert in African fashion and material culture. From Ghana to South Africa, Ken shares his inspiring journey, discussing how his experiences have shaped his unique perspective on African fashion history. Dive into the impact of colonization, the resurgence of indigenous practices, and the global potential of African fashion. Don't miss this enlightening conversation!",arts
"This week Idelle Taye, founder of Guzangs, considered to be the “Vogue of Africa” steps into the group chat. We discuss the state of fashion especially in Africa, her journey to founding Guzangs, some of her favorite African designers, and her thoughts on DEI. Make sure to follow",arts
"In this episode Teezee discusses ups and downs of artist management, sharing locations with your partner, running a business with family & more!",arts
"The fashion industry is being revolutionized by the New York Sustainability and Social Accountability Act. From halfway across the world, how will this Act impact African fashion? Join our community: bit.ly/africanfashioncommunity",arts
"This is Ashley Newby and you’re listening to The Black Studies podcast, a series of conversations examining the history of the field. Our conversations engage with a wide range of activists and scholars - senior figures in the field, late doctoral students, and everyone in between, culture workers, and political organizers - in order to explore the cultural and political meaning of Black Studies as an area of inquiry and its critical methods. Today's conversation is with W. Lawrence Hogue, Emeritus Professor of English at University of Houston. He received his PhD in Modern Thought and Literature from Stanford University, with an emphasis on 20th Century American literature, U S Minority literatures, and Critical Theory. He was one of the first critics to raise questions about literary production, representation, and canon formation in African American literature,opening up an entirely new area of intellectual inquiry. He is the author of Discourse and the Other: The Production of the Afro-American Text, which has been republished as an e-book (Duke 1986), Race, Modernity; Post-modernity: A Look at the History and the Literatures of People of Color Since the 1960s (SUNY 1996); The African American Male, Writing, and Difference: A Polycentric Approach to African American Literature, Criticism, and History (SUNY 2003); Postmodern American Literature and Its Other (Illinois 2009); Postmodernism, Traditional Cultural Forms, and African American Narratives (SUNY 2013); and A Theoretical Approach to Modern American History and Literature: An Issue of Reconfiguration and Re-representation (2020). He wrote the introduction to Clarence Major’s My Amputations (reissued 2008), and is researching and writing a literary biography of the novelist Charles Wright. He is the recipient of a Ford Foundation-National Research Council Fellowship, as well as several grants and fellowships at the University of Houston. He has book reviews, book chapters, and articles published in the major journals and critical anthologies in the academy. Active in American Literature, African American Literature, Minority Literatures, Postmodern Literature, and Critical Theory, he has lectured and presented papers at universities and conferences throughout the United States and Canada. His interest in postmodern fiction and diasporic African literatures has taken him to Brazil, Germany, Spain, France, and Argentina.",arts
"This is John Drabinski and you’re listening to The Black Studies podcast, a series of conversations examining the history of the field. Our conversations engage with a wide range of activists and scholars - senior figures in the field, graduate students, and everyone in between, culture workers, and political organizers - in order to explore the cultural and political meaning of Black Studies as an area of inquiry and its critical methods. Today’s conversation is with Laurian Bowles, who teaches in the Department of Anthropology at Davidson College. Along with a number of scholarly articles, she is the author of Headstrong: Women Porters, Blackness, and Modernity in Accra (2025), which follows women head porters in Ghana to examine how women navigate precarity with creativity and care, offering a fresh analytic on racial capitalism, sexual autonomy and urban futurity in Africa. In this conversation, we explore the impact of Black Studies on ethnographic practices, Black study in a digital age, and the critical tension between Black Studies practices and institutions of higher education.",arts
"This is John Drabinski and you’re listening to The Black Studies podcast, a series of conversations examining the history of the field. Our conversations engage with a wide range of activists and scholars - senior figures in the field, graduate students, and everyone in between, culture workers, and political organizers - in order to explore the cultural and political meaning of Black Studies as an area of inquiry and its critical methods. Today’s conversation is with Amanda Boston, who teaches in the Department of Africana Studies at University of Pittsburgh. Her research focuses on Black Studies approaches to urban studies, questions of neoliberalism and economics, and the impact of structural racism on housing in historically Black communities.She is completing her first book on gentrification’s racial operations and the making and unmaking of Black communities in her hometown of Brooklyn, New York, and she has published related works in peer-reviewed journals and edited volumes in sociology and urban history. In this conversation, we discuss multidisciplinary approaches to the study of Black urban life, the relationship between social scientific methodologies and the traditions of Black Studies, and the impact of Black Studies research on Black communities and struggles for racial justice.",arts
"Take a trip across the ocean with us this week as we learn about the traditions, practice, and role of storytelling in East Africa. Not only is this week’s class full of interesting ideas, learning, and people doing cool things, but there are also a couple of amazing stories from internationally celebrated storytellers Chunga Otiende (founder of Story Makers Society in Kenya) and Tololwa Mollel! If you are curious about the practice of storytelling, our guests this week have some great ideas of how to sharpen your telling practices to entertain and educate your audiences. As you will hear, storytelling plays a very important role in East Africa, and across Africa as a whole. Africa is a VERY large continent, and in case you need a geography refresher, here is a map to explore while listening to tonights class.",arts
"In this episode of the Change Africa Podcast, host Isaac Aboah sits down with Peace Hyde, award-winning creator, executive producer, and one of the leading voices in African media, for a powerful conversation on creative risk, storytelling, and the future of African cinema. Peace traces her inspiring journey from being a high school science teacher in the UK to launching Young, Famous & African, the first-ever African reality show on Netflix. Through this journey, she unpacks how storytelling has become her tool for reshaping the world’s view of Africa, championing authenticity, and building platforms that elevate African talent. The episode delves into the behind-the-scenes aspects of Africa’s creative economy, from the production challenges of large-scale shows to the lack of funding, infrastructure, and distribution that hinder African filmmakers. Peace also reflects the mindset required to navigate failure and fame, emphasizing purpose, faith, and resilience as essential ingredients for sustainable success. Whether you’re a young creative, a media founder, or a believer in Africa’s global potential, this episode offers invaluable insight into how to build something bigger than yourself and redefine the narrative of a continent.",arts
"Ron Mitchell, publisher of Bay State Banner, and Marita Rivero, former CEO of the Museum of African American History join for Press Play. Women in World Jazz is our guest for Live Music Friday, ahead of a their Belmont Public Library performance in July. Sue O'Connell discusses Trump's Qatari jet and the Europification of Boston/Cambridge over the World Cup. Julia Marcus of GBH Music joins to discuss her interview with Jon Batiste and his new album Black Mozart.",arts
"When was the last time you encountered a painting that really moved you? What feelings did the painting evoke? Did your initial impression of the painting remain or change the more you pondered it? I love hearing stories from fellow artists who have found themselves entranced by or enamored with the artwork of their peers. On this special episode, I had the opportunity to speak with a returning Savvy Painter guest, Dean Mitchell as well as Art Patron Kathy Flynn, and Gallery Director Nicole Wolff. Thinking back to my first conversation with Dean for this podcast, it’s quite appropriate that we discussed the transformative power of art. Dean’s painting and the subject of our conversation, “No Way Out” is a great example of that. Dean's painting was recently added to the permanent collection of the Columbus Museum of Fine Art. On this episode, you will hear Dean talk about what this painting means to him, and why he created it. Then you will hear from Kathy Flynn - Kathy's father was involved in the civil rights movement in the '60s, she fell in love with art when she traveled with her parents through Europe visiting museums. Kathy first saw ""No Way Out"" at the Cutter and Cutter Gallery in St. Augustine, Florida two years ago. She'll tell us why seeing this painting again after the murder of George Floyd moved her so much that she not only bought it but worked with Dean and our third guest, Nicole Wolff (director of Cutter & Cutter Fine Art ) to get it into the permanent collection of the Columbus Museum of Art. What inspired “No Way Out” Dean Mitchell sees his painting, “No Way Out” as an evolution of his own life, growing up as a Black kid in poverty in the American South. Looking at Dean's painting, it really draws you in and it feels like it almost wants to tell you something. Many people, Dean says, are often surprised when he tells them that the man in the painting is on the other side of the jail cell, he’s not inside where many people assume he is located. Dean says that he wanted to create this painting to challenge the perception of the Black male in American society. Too often, people bring their assumed narrative and transpose it onto our artwork - for good and for ill. By drawing people in with his minimalist style, Dean is welcoming discerning viewers to joining a necessary and relevant conversation about race. This needs to be in a museum Last year’s heartbreaking killing of George Floyd has spurred people with platforms like myself to find a way to shine a light on the stain and legacy of racism in our society. I don’t just want to have the conversation, I want to be part of the solution. In a similar way, my guests Nicole Wolff and Kathy Flynn felt the same way about Dean’s painting. They were so moved and inspired by the message that Dean is sharing and the conversation that his painting has sparked that they knew they needed to get as many people to encounter it as possible. After a lot of hard work, Kathy, Nicole, and Dean were able to get “No Way Out” into the permanent collection of the Columbus Museum of Art. Outline of This Episode [2:20] I welcome my guests, Kathy Flynn, Nicole Wolff, and Dean Mitchell. [5:00] What inspired Dean’s painting, “No Way Out” [8:30] Kathy talks about her experience seeing Dean’s painting for the first time. [14:30] Nicole talks about how Cutter & Cutter brought Dean into their gallery. [21:00] Kathy shares some of her background. [25:00] How has “No Way Out” impacted Kathy, Nicole, and Dean? [34:20] Dean explains how he feels about his artwork featured in a museum. [40:00] When did Dean paint, “No Way Out?” [42:20] What is the “Black box narrative?” [46:45] How do we broaden the narrative a",arts
"In this episode we interview the CEO of Crown Agents Bank, Albert Maasland, about the work they are doing supporting forex provision, liquidity and payments all over continent, including in smaller and more fragile states. Albert also talks us through the enormous opportunities in Africa. We discuss the significance of the bank's recent acquisition of the Fintech Segovia and the its win as best FX Provider for Emerging Market Currencies at the Global Finance Foreign Exchange Awards 2020. Group Publisher Omar Ben Yedder also provides us with his usual diary update. Further reading Crown Agents Bank Africa Investment Forum Forum Brazil Africa Art, Africa and Social Change DLA Piper Africa Week The 100 Most Influential Africans of 2018 Show credits",economy
"Gray takes us through the issues and trends in the global art market, and the kinds of predicaments and transactions she helps her diverse clients with. Gray also talks us through issues to be aware of in the art world, particularly due diligence around provenance, potential money laundering, and cultural sensitivities as well as how these have been affected by lockdown We discuss the recent surge of interest in African art and the drivers for the rise in artists, collectors and curators from the continent, and how this is disrupting and decentralising the cultural centre from Western Europe alongside the rise of interest in Asian art too. We also discuss the issue of restitution, and how collections in Europe have been returning cultural treasures - some of them priceless - to their countries of origin. Gray talks us through the recent Savoy/Sarr report commissioned by President Macron on acquisitions made in the French colonial era. Finally we look ahead to what's next for the global art market, and how issues such as non-fungible tokens and other digital assets could radically democratise and change the way we consume and view art/",economy
"In this special round-up episode, we speak to three prominent attendees of the 2022 African Development Bank Annual Meetings. The theme, Achieving Climate Resilience and a Just Energy Transition for Africa, features prominently, as our guests talk us through their hopes, fears and aspirations for development on the continent. Omar Ben Yedder, Group Publisher and Managing Director at IC Publications, kicks off with his take on the Annual Meetings. He relays the challenges of attracting more development finance to the continent amidst myriad economic and financial pressures, gives us his highlights from the African Banker Awards and reflects on the upbeat, defiant tone of this year's meetings [2:12-14:48). Solomon Quaynor, African Development Bank Vice President for Private Sector, Infrastructure and Industrialization, highlights Africa's huge infrastructure gap, laying out a strategic vision for a series of linked, transcontinental projects to help compress value chains and drive industrialisation. He also speaks about the so-called 'African risk premium', claiming that the maturation of the continent's financial architecture alongside the strong performance of existing investments may mean this premium is finally eroding [14:48-41:02]. Professor Kevin Urama, the Bank's Chief Economist, rounds out the episode with a wide-ranging overview of economic and environmental developments on the continent. He is frank about the existence of a 'triangle of disaster', but is positive that Africa's financial institutions and mechanisms, as well as its robust productive base, makes it more economically resilient than many suppose. He speaks passionately and urgently about the threat of climate change, and outlines a framework for the decoupling of economic progress from environmental degradation. He concludes with a challenge; for Africa to chart its own economic course [41:03-1:25:04].",economy
"Former president Nelson Mandela’s tireless efforts from 1994 boosted South Africa’s economy. Mandela and his ANC-led Government of National Unity inherited a bankrupt country following years of international sanctions against the previous apartheid government. During Mandela’s five-year term, the country’s Gross Domestic Product, measuring annual production, increased, on average, by almost three per cent. Moses Mlangeni and Angie Kapelianis compiled this special report on Mandela's contribution to Africa's largest economy.",economy
"African Economy - Government Opportunities, Foreign Investment & Citizens Economic Initiatives Instead of people working to create things, they wait for the government to feed them. But of course, the government can create opportunities, but our leaders are waiting for foreign aid and loans.",economy
"Africa’s economy is entering a decisive decade. With the world’s fastest-growing population, rapid urbanization, accelerating digital adoption, and vast untapped natural and human capital, the continent is increasingly central to global growth dynamics. Yet Africa remains underrepresented in international investment portfolios, often due to outdated perceptions and limited understanding of on-the-ground realities.This webinar explores whether investors can afford to overlook what may be one of the most significant investment opportunities of the next decade. We will examine key macroeconomic trends, sector-specific opportunities—from infrastructure and energy to technology and agribusiness—and the evolving role of local capital markets. The discussion will also address risks, structural challenges, and the importance of long-term, impact-oriented investment strategies.By combining data, case studies, and expert insights, the session aims to provide a nuanced, realistic view of Africa’s economic trajectory and help investors assess where value may emerge in the years ahead.",economy
"Elvis is Kenya's TitTok skill-preaching evangelist. With 365,000 (at the time of this podcast) followers and millions of views on his videos about skill based entrepreneurship, Elvis is the purest example of how to build the life you want of skills you learn on Youtube and online courses. He really is a master of taking opportunity and turning it into success. Here is how he did it..",economy
"Over $2B in venture capital went to Africa in 2020, but the opportunity for financing goes well beyond VC. We will look at venture debt and the role it can play in scaling startups in Africa with key panelists Camila Nestor - CEO at MCE Social Capital, Kwami Williams - CEO and Co founder at MoringaConnect, and Rob Eloff - Co founder of Lateral Capital. Untapped Global's goal is to connect international investors with high growth frontier markets. We host The Nest investment network and have weekly discussions each Thursday on investing and entrepreneurship in frontier markets on Clubhouse, and in-person in cities around the world. We also host The Nest, a monthly in person and on-line pitch platform highlighting the most promising startups from emerging markets. Visit our website to learn more about Untapped Global:",economy
"Konexa is a company delivering reliable, renewable, and high-quality power to customers in Nigeria, accelerating the energy transition, and addressing the challenges of energy access in Africa. Hear Pradeep’s story of navigating the unique hurdles of launching a start-up in Africa and transitioning from a corporate environment to building a company committed to transforming the energy landscape. This is about entrepreneurship and also a glimpse into the future of energy in Africa.",economy
"On this episode of After Hours, in partnership with Tanqueray Africa, Alice Kanjejo sits down with Florent Nduwayezu, a climate tech investor and venture capitalist who has backed over 10 startups across Africa, for a conversation that challenges everything you think you know about building and funding tech businesses on the continent.Having worked on the ground in rural solar energy across multiple African countries before moving into investing, his perspective isn't theoretical it's earned. And he uses it to dismantle one of the most dominant frameworks in African tech: impact investing. His argument is direct ,a commercially viable business is the most impactful thing a founder can build, and chasing grants and social metrics often delays the discipline needed to survive. If you're only getting meetings with impact funds, he says, that's a signal to go back to the drawing board.Drawing a striking parallel between Africa's untapped climate resources and Dubai's oil discovery four decades ago, Florent makes the case that this is the continent's defining economic moment ,one where natural energy abundance, a rising manufacturing age, and a generation of high-caliber founders are converging in a way the world hasn't seen before.The conversation gets practical fast. Florent breaks down why distribution will always beat product in African markets, why starting with one customer beats chasing an entire city, and what actually kills credibility in a pitch room. He's equally honest about what global investors consistently underestimate from infrastructure gaps and purchasing power stagnation to the hidden cost of building without deep local knowledge.To keep up with Florent Nduwayezu, Check out his linkedin:",economy
"Recorded live at Africa Tech Summit Nairobi, this episode features Stanley Mukasa, Associate Director of Entrepreneurship at Carnegie Mellon University Africa. CMU Africa is helping startups bridge the gap between innovative ideas and sustainable businesses through its incubation programmes, mentorship, funding and access to technical talent. In this conversation, Stanley shares how the university supports deep tech founders navigating long development cycles, limited access to capital and the challenge of turning research-driven innovation into market-ready products. The discussion also explores the importance of patient capital, building traction before fundraising, supporting underserved communities, and the emerging opportunities shaping Africa’s startup ecosystem - from fintech to clean energy. Hosted by Nixon Kanali, Founder & Tech Editor at TechTrends Media For more insights and upcoming events, visit africatechsummit.com.",economy
"We discuss why they are so many property listing websites in Africa. We reversed engineered how the biggest players in the space acquire renters and estate agents and how property listing sites think about retention and monetization. If you have ever wanted to start a marketplace or listing site, this is a must-listen.",economy
"When Mariam Braimah led product design at Netflix she struggled to find participants in Africa to test new products. So she started Kimoyo Insights, a research analytics platform that helps companies like Microsoft & Flutterwave gather feedback from African consumers. But Kimoyo doesn’t quite fit the venture mold. Can Mariam convince investors to make a bet on user research in the data desert of Africa? Today’s investors are Erica Wenger, Jillian Manus, Martin Tobias and Charles Hudson.",economy
"Is Africa’s investment model broken? On this thought-provoking episode of The Samuele Tini Show, we meet Nick Mwai, Founder and CEO of Pumapa Capital, who is challenging traditional investment models in Africa’s startup ecosystem. Nick shares his inspiring journey from corporate finance to pioneering a more inclusive and impactful approach to private equity. Key Points: Why billions earmarked for African startups rarely reach them, and how to fix it. How democratizing private equity can unlock growth for emerging African businesses. Practical advice for founders navigating Africa’s unique investment landscape. Real examples of how patient, purposeful capital creates true transformation and profitability. Nick reveals how a fresh approach to investment—driven by transparency, local knowledge, and long-term thinking—can genuinely empower entrepreneurs, transform communities, and reshape Africa’s future. Tune in to discover the untold story of investing in African startups.",economy
"In this episode of The TechTrends Podcast, we explore the ongoing funding crisis affecting African startups. With venture capital funding on the decline and major players like the Mastercard Foundation pulling back, what does this mean for the future of innovation on the continent? We explore the impact of reduced investments, compare funding figures from Q1 2024 to Q1 2025, and analyze the shutdown of 54 Collective—one of Africa’s promising startup studios. Is this just the beginning of a larger collapse in African startup ecosystems? Could other incubators and accelerators face similar challenges? Join us for an insightful discussion on what’s next for African startups, featuring expert insights and real-world implications for founders, investors, and the tech community. Twitter: ⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠⁠",economy
"Zimbabwe: Ecocash Launches Micro-Pension Fund for Zimbabwe's Informal Sector Workers Ethiopia: Ministry Unveils New Factory Prices for Cement Products Egypt, Qatar sign 3 MoUs in Doha to boost cooperation: Egyptian presidency Fuel prices hit record high as subsidy removed in Kenya A US$3.980 million (Sh479.2 million) fund will help 60 black-founded African firms so they may export their technologies outside their nations",economy
"We recorded this episode back in April 2021 and we discussed how we would think about growth for some of the early stage/series A VC-funded startups in Nigeria. We talked about Stears, EdenLife, Moove, Rise, and a lot of others. This episode is great in understanding how to think of user acquisition.",economy
"In this episode, your favorite hosts, Yemi and Nnamdi, were joined by the VP, Global Marketing for Chipper Cash, Hasan Luongo. Hasan talks about how he joined Chipper Cash, how Chipper has evolved over the years, how they were able to sign one of the biggest afrobeat artists as a partner and ambassador, including what the future looks like for Chipper Cash. To ensure you don’t miss any episode of our release and for additional information on the hosts, follow @teardownpodcast on Twitter. If you would like to get all the insider’s gist first, subscribe to our newsletter here: africanstartupteardownpod.substack.com Please leave a review, comment, share, and like whenever you listen. We want to hear from you and appreciate your feedback. Better ratings mean more people get to listen to the show, and it helps us grow. CREDITS: Oluwapelumi Kunuyi - Researcher SHOWNOTES 0.00 Introduction 0.34 How Hasan joined Chipper Cash 1.51 What is Chipper Cash 2.54 Chipper Cash and products rollout 4.45 Chipper Cash and competition 6.14 How Chipper Cash makes money 11.42 Chipper Cash and acquisition 16.34 Chipper Cash and brand attribution 17.55 Chipper Cash and retention 20.58 Chipper Cash’s products as it relates to business economics 22.47 How Chipper Cash decides to add more products 24.00 Back story to signing Burna boy 28.44 What the future is for Chipper Cash 30.51 Chipper Cash and its use cases 33.17 What it took for Chipper to become a unicorn 34.34 Chipper Cash payment network effects 35.40 How soon Chipper Cash can run on autopilot 38.21 Outro",economy
"The UK's Keir Starmer has resigned as Prime Minister and Labour leader after weeks of mounting pressure over political missteps, a slowing economy and falling support for the governing party. We examine what his departure could mean for UK-Africa relations and the estimated three million Africans living in Britain. And, nearly 118 million people worldwide are forcibly displaced, and refugees in parts of Africa spend an average of 16 years in exile. We explore what's behind these prolonged displacements and hear one former refugee's remarkable journey.",politics
"Cape Verde's national football team, Blue Sharks, stunned 2010 champions Spain at their first ever World Cup match. From the stadium in Atlanta, to the streets of the archipelago's capital Praia, we hear what the tournament and the result means for fans. And BBC Africa Eye hears from some of the last surviving soldiers of the Nigerian Civil War, who recall what they went through during the three-year conflict that left an estimated 500,000 to 3 million people dead.",politics
"As the 2026 FIFA World Cup continues across the United States, Canada and Mexico, we look at the rise of hate-watching across parts of the continent. The trend was especially visible when Mexico faced South Africa at the opening game last week. Some African fans, especially on social media, openly backed Mexico against Bafana Bafana citing the recent xenophobic attacks and anti-immigration sentiments in South Africa. We explain what hate-watching is and how off-pitch tensions shape fan loyalties. And a new study is aiming to provide medical insights into treating kidney disease in West Africa.",politics
"Amol Rajan speaks to Simukai Chigudu, associate professor of African Politics at Oxford University about the legacy of empire and how to reckon with the past. A member of the first generation born after the end of colonial rule in Zimbabwe, Simukai Chigudu came to the UK as a teenager and later became one of the founding members of a campaign to try to get the statue of imperialist Cecil Rhodes moved from Oriel College in Oxford. Now an associate professor of African politics at the University of Oxford, he has written a memoir called Chasing Freedom: Coming of Age at the End of Empire. He discusses the legacy of the Rhodes Must Fall campaign, why he thinks we should be decolonising the curriculum and whether countries like Britain should pay reparations for slavery. Thank you to the Radical with Amol Rajan team for its help in making this programme. The Interview brings you conversations with people shaping our world, from all over the world. The best interviews from the BBC, including episodes with Helen Thompson, professor of political economy at Cambridge University, and acclaimed author Sir Salman Rushdie. You can listen on the BBC World Service on Mondays, Wednesdays and Fridays at 0800 GMT. Or you can listen to The Interview as a podcast, out three times a week on BBC Sounds or wherever you get your podcasts.",politics
"Ovigwe in this episode speaks on the geopolitical trends in the Horn of Africa, China's bilateral actions on the continent, and the foreign policy challenges of the Nigerian government.",politics
"The Horn of Africa is experiencing a profound, and dangerous geopolitical restructuring. From the war in Sudan, to renewed tension between Ethiopia and Eritrea, to rising security challenges in South Sudan, and Somalia’s governance struggles alongside ripple effects from Somaliland’s bid for international recognition, the region’s internal instability and volatility is reshaping international alliances and fueling a fierce competition for influence by global actors – from the Gulf to the West – who are vying for power, maritime routes, and strategic dominance. Samira Gaid, founding director of Balqiis Insights, and Amb (ret). Donald Booth, former U.S. special envoy to Sudan and South Sudan, join Oge for a discussion that illuminates a few key dynamics shaping the geopolitics in the Horn of Africa. They unpack the different players in the arena, their motivations, and what these dynamics mean for the region, and the global community.",politics
"Security analyst Ovigwe Eguegu gives us an overview of African geopolitics in the New Cold War and helps us make sense of U.S., European, Russian, and Chinese influence on the continent. He also looks at the African Union (AU), its 2063 agenda, and how Covid-19 is impacting Africa today. Watch on BitChute / Brighteon / Rumble Geopolitics & Empire · Ovigwe Eguegu: African Geopolitics in the New Cold War #146 Transcript: [spoiler] Podcast: The Geopolitics & Empire Podcast is joined by Ovigwe Eguegu. He is an international security analyst based in Nigeria who specializes in security diplomacy, geopolitics, global system transformation, conflict, and peace. We’ll be looking at Africa and geopolitics in the context of the New Cold War, including the numerous actors who are continuing to vie for influence, and which are not limited to the United States, the EU, Russia, China, Turkey, and Middle Eastern states. We’ll also look at African debt relief and China decoupling. I would like to remind listeners to subscribe to all of our channels on social media, to share and like our material, and to leave us a podcast rating and review. Please do bookmark and subscribe to our new channels on BitChute and Brighteon on because as YouTube has officially become the new Mainstream Media, alternative viewpoints are summarily dismissed, deleted, and memory-holed as we’ve experienced. I would also urge listeners to subscribe to our free email list that includes our weekly interview and collection of news headlines, and you can leave us a donation via Bitcoin, PayPal, Patreon, and also now",politics
"Welcome back to the Think BIG for Africa Podcast. In today’s episode, my guest is Gakuna Njima Castro. Gakuna is a Security Risk, International Affairs & Political Intelligence Analyst, Deal Sourcing Consultant Our conversation covered; Intra-Africa Geopolitics, the conflict between Egypt and Ethiopia, and Sudan. We also touched on the potential security risk of private military groups to African nations. The new world order, and how Africa should make sure it doesn’t again end up on the dinner table. How African countries can win the fight against terrorism. And why Pan-Africanism doesn’t seem to move forward, and many other topics. Listen, share, and kindly subscribe to the Think BIG for Africa Podcast on your favorite podcast platform (Apple Podcast, Spotify, Google Podcast, Amazon Music, etc). Enjoy!",politics
"On this episode of FTS, cde. F from the Movement For African Emancipation (MAE) joins the host to analyze contemporary geopolitics in West Africa. From the developments in french speaking west Africa to the impact of insecurity on liberation struggles in the region, the discussion moves to topics not usually covered by Africans living in the region. This episode is intended as a resource of sorts for listeners who want a jump-off point to understand regional matters without being weighed down with literature, or having to sift through dodgy media coverage. You're welcome. Articles referenced in the episode",politics
"China is forgiving 23 interest-free loans for 17 African countries, after already cancelling $3.4 billion and restructuring $15 billion of debt from 2000-2019. This debunks the US government's propaganda myth of supposed Chinese ""debt-trap diplomacy."" VIDEO:",politics
